,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
34094,36070,2014,2,11,21,204.0,-12,-5.0,1028.0,3,1.78,0,0
34095,36071,2014,2,11,22,184.0,-13,-7.0,1028.0,1,0.89,0,0
34096,36072,2014,2,11,23,177.0,-13,-7.0,1029.0,3,0.89,0,0
34097,36073,2014,2,12,0,220.0,-13,-8.0,1029.0,1,0.89,0,0
34098,36074,2014,2,12,1,268.0,-14,-10.0,1029.0,1,1.78,0,0
34099,36075,2014,2,12,2,255.0,-16,-10.0,1030.0,0,3.13,0,0
34100,36076,2014,2,12,3,241.0,-15,-10.0,1030.0,0,6.26,0,0
34101,36077,2014,2,12,4,181.0,-14,-9.0,1030.0,0,9.39,0,0
34102,36078,2014,2,12,5,146.0,-14,-8.0,1031.0,0,12.52,0,0
34103,36079,2014,2,12,6,141.0,-16,-9.0,1031.0,0,15.65,0,0
34104,36080,2014,2,12,7,136.0,-14,-7.0,1032.0,0,20.57,0,0
34105,36081,2014,2,12,8,124.0,-14,-7.0,1033.0,0,24.59,0,0
34106,36082,2014,2,12,9,87.0,-18,-3.0,1034.0,1,3.13,0,0
34107,36083,2014,2,12,10,66.0,-18,0.0,1034.0,1,4.92,0,0
34108,36084,2014,2,12,11,44.0,-22,1.0,1034.0,1,8.05,0,0
34109,36085,2014,2,12,12,36.0,-23,2.0,1033.0,1,11.18,0,0
34110,36086,2014,2,12,13,39.0,-22,4.0,1033.0,2,1.79,0,0
34111,36087,2014,2,12,14,55.0,-21,4.0,1032.0,2,3.58,0,0
34112,36088,2014,2,12,15,114.0,-20,4.0,1031.0,3,1.79,0,0
34113,36089,2014,2,12,16,100.0,-20,3.0,1032.0,2,3.13,0,0
34114,36090,2014,2,12,17,95.0,-19,2.0,1032.0,2,6.26,0,0
34115,36091,2014,2,12,18,162.0,-19,2.0,1032.0,2,9.39,0,0
34116,36092,2014,2,12,19,237.0,-15,1.0,1033.0,2,13.41,0,0
34117,36093,2014,2,12,20,229.0,-15,0.0,1034.0,2,15.2,0,0
34118,36094,2014,2,12,21,175.0,-12,-1.0,1035.0,2,18.33,0,0
34119,36095,2014,2,12,22,150.0,-12,-2.0,1035.0,2,21.46,0,0
34120,36096,2014,2,12,23,145.0,-9,-3.0,1036.0,2,24.59,0,0
34121,36097,2014,2,13,0,268.0,-8,-3.0,1036.0,2,28.61,0,0
34122,36098,2014,2,13,1,237.0,-9,-4.0,1036.0,2,32.63,0,0
34123,36099,2014,2,13,2,208.0,-10,-4.0,1037.0,2,35.76,0,0
34124,36100,2014,2,13,3,193.0,-10,-3.0,1037.0,2,37.55,0,0
34125,36101,2014,2,13,4,175.0,-11,-3.0,1037.0,2,40.68,0,0
34126,36102,2014,2,13,5,160.0,-11,-3.0,1037.0,2,42.47,0,0
34127,36103,2014,2,13,6,176.0,-12,-3.0,1037.0,2,45.6,0,0
34128,36104,2014,2,13,7,181.0,-12,-3.0,1037.0,2,48.73,0,0
34129,36105,2014,2,13,8,185.0,-13,-3.0,1037.0,2,51.86,0,0
34130,36106,2014,2,13,9,198.0,-12,-3.0,1038.0,2,53.65,1,0
34131,36107,2014,2,13,10,205.0,-11,-3.0,1038.0,2,57.67,2,0
34132,36108,2014,2,13,11,206.0,-11,-2.0,1037.0,2,61.69,0,0
34133,36109,2014,2,13,12,214.0,-12,-2.0,1036.0,2,64.82,0,0
34134,36110,2014,2,13,13,214.0,-10,0.0,1035.0,2,66.61,0,0
34135,36111,2014,2,13,14,204.0,-10,0.0,1034.0,2,68.4,0,0
34136,36112,2014,2,13,15,208.0,-10,0.0,1033.0,2,71.53,0,0
34137,36113,2014,2,13,16,200.0,-10,0.0,1032.0,2,74.66,0,0
34138,36114,2014,2,13,17,197.0,-10,0.0,1032.0,2,76.45,0,0
34139,36115,2014,2,13,18,220.0,-11,-1.0,1032.0,2,78.24,0,0
34140,36116,2014,2,13,19,236.0,-11,-2.0,1032.0,3,0.89,0,0
34141,36117,2014,2,13,20,239.0,-10,-3.0,1032.0,1,1.79,0,0
34142,36118,2014,2,13,21,250.0,-10,-3.0,1032.0,1,3.58,0,0
34143,36119,2014,2,13,22,243.0,-10,-2.0,1031.0,1,5.37,0,0
34144,36120,2014,2,13,23,251.0,-10,-3.0,1031.0,1,6.26,0,0
34145,36121,2014,2,14,0,263.0,-10,-4.0,1031.0,1,7.15,0,0
34146,36122,2014,2,14,1,262.0,-10,-5.0,1030.0,3,0.89,0,0
34147,36123,2014,2,14,2,261.0,-11,-7.0,1029.0,1,0.89,0,0
34148,36124,2014,2,14,3,276.0,-11,-7.0,1029.0,1,1.78,0,0
34149,36125,2014,2,14,4,264.0,-11,-8.0,1028.0,2,0.89,0,0
34150,36126,2014,2,14,5,259.0,-11,-8.0,1028.0,0,0.89,0,0
34151,36127,2014,2,14,6,250.0,-11,-8.0,1028.0,0,2.68,0,0
34152,36128,2014,2,14,7,235.0,-11,-9.0,1028.0,0,4.47,0,0
34153,36129,2014,2,14,8,222.0,-10,-7.0,1028.0,3,0.89,0,0
34154,36130,2014,2,14,9,206.0,-8,-4.0,1028.0,1,0.89,0,0
34155,36131,2014,2,14,10,205.0,-7,-2.0,1028.0,3,0.89,0,0
34156,36132,2014,2,14,11,196.0,-7,-1.0,1027.0,3,1.78,0,0
34157,36133,2014,2,14,12,218.0,-8,0.0,1027.0,3,2.67,0,0
34158,36134,2014,2,14,13,234.0,-8,1.0,1025.0,3,4.46,0,0
34159,36135,2014,2,14,14,264.0,-8,2.0,1024.0,3,5.35,0,0
34160,36136,2014,2,14,15,272.0,-9,2.0,1024.0,2,1.79,0,0
34161,36137,2014,2,14,16,307.0,-9,3.0,1023.0,3,0.89,0,0
34162,36138,2014,2,14,17,323.0,-9,2.0,1024.0,3,1.78,0,0
34163,36139,2014,2,14,18,311.0,-8,1.0,1024.0,3,2.23,0,0
34164,36140,2014,2,14,19,327.0,-8,-2.0,1024.0,3,2.68,0,0
34165,36141,2014,2,14,20,362.0,-7,-2.0,1024.0,2,0.89,0,0
34166,36142,2014,2,14,21,487.0,-8,-4.0,1024.0,0,1.79,0,0
34167,36143,2014,2,14,22,436.0,-8,-4.0,1025.0,1,0.89,0,0
34168,36144,2014,2,14,23,436.0,-8,-4.0,1025.0,3,0.45,0,0
34169,36145,2014,2,15,0,579.0,-8,-5.0,1025.0,0,0.89,0,0
34170,36146,2014,2,15,1,649.0,-8,-5.0,1024.0,3,0.89,0,0
34171,36147,2014,2,15,2,457.0,-9,-6.0,1024.0,0,1.79,0,0
34172,36148,2014,2,15,3,466.0,-9,-6.0,1024.0,0,3.58,0,0
34173,36149,2014,2,15,4,408.0,-9,-6.0,1024.0,0,5.37,0,0
34174,36150,2014,2,15,5,344.0,-8,-5.0,1024.0,0,7.16,0,0
34175,36151,2014,2,15,6,322.0,-8,-4.0,1024.0,0,8.95,0,0
34176,36152,2014,2,15,7,287.0,-9,-5.0,1025.0,0,10.74,0,0
34177,36153,2014,2,15,8,319.0,-9,-4.0,1025.0,1,0.89,0,0
34178,36154,2014,2,15,9,282.0,-7,-3.0,1026.0,3,0.45,0,0
34179,36155,2014,2,15,10,277.0,-6,0.0,1026.0,0,1.79,0,0
34180,36156,2014,2,15,11,277.0,-8,1.0,1025.0,2,1.79,0,0
34181,36157,2014,2,15,12,279.0,-8,1.0,1025.0,2,3.58,0,0
34182,36158,2014,2,15,13,327.0,-8,3.0,1024.0,2,5.37,0,0
34183,36159,2014,2,15,14,348.0,-8,3.0,1024.0,2,7.16,0,0
34184,36160,2014,2,15,15,418.0,-8,4.0,1023.0,2,8.95,0,0
34185,36161,2014,2,15,16,423.0,-8,4.0,1023.0,3,0.89,0,0
34186,36162,2014,2,15,17,366.0,-8,3.0,1024.0,2,1.79,0,0
34187,36163,2014,2,15,18,338.0,-8,2.0,1024.0,3,0.89,0,0
34188,36164,2014,2,15,19,347.0,-7,-1.0,1024.0,3,1.34,0,0
34189,36165,2014,2,15,20,336.0,-7,-2.0,1024.0,3,2.23,0,0
34190,36166,2014,2,15,21,351.0,-8,-4.0,1025.0,3,3.12,0,0
34191,36167,2014,2,15,22,353.0,-7,-4.0,1025.0,3,4.01,0,0
34192,36168,2014,2,15,23,375.0,-8,-4.0,1025.0,0,1.79,0,0
34193,36169,2014,2,16,0,382.0,-7,-3.0,1026.0,0,3.58,0,0
34194,36170,2014,2,16,1,393.0,-8,-5.0,1026.0,0,6.71,0,0
34195,36171,2014,2,16,2,388.0,-8,-4.0,1026.0,0,8.5,0,0
34196,36172,2014,2,16,3,376.0,-8,-5.0,1026.0,0,10.29,0,0
34197,36173,2014,2,16,4,382.0,-9,-5.0,1026.0,0,14.31,0,0
34198,36174,2014,2,16,5,362.0,-8,-4.0,1027.0,0,18.33,0,0
34199,36175,2014,2,16,6,345.0,-8,-4.0,1028.0,0,21.46,0,0
34200,36176,2014,2,16,7,328.0,-10,-6.0,1028.0,0,24.59,0,0
34201,36177,2014,2,16,8,323.0,-9,-4.0,1029.0,0,27.72,0,0
34202,36178,2014,2,16,9,297.0,-6,-1.0,1030.0,0,29.51,0,0
34203,36179,2014,2,16,10,280.0,-13,4.0,1030.0,0,31.3,0,0
34204,36180,2014,2,16,11,267.0,-11,3.0,1031.0,2,1.79,0,0
34205,36181,2014,2,16,12,259.0,-15,6.0,1030.0,3,0.89,0,0
34206,36182,2014,2,16,13,177.0,-15,7.0,1030.0,3,2.68,0,0
34207,36183,2014,2,16,14,161.0,-16,7.0,1029.0,2,1.79,0,0
34208,36184,2014,2,16,15,120.0,-15,7.0,1029.0,2,3.58,0,0
34209,36185,2014,2,16,16,185.0,-12,6.0,1029.0,2,7.6,0,0
34210,36186,2014,2,16,17,211.0,-11,5.0,1029.0,2,9.39,0,0
34211,36187,2014,2,16,18,169.0,-8,4.0,1030.0,2,13.41,0,0
34212,36188,2014,2,16,19,242.0,-8,3.0,1030.0,2,17.43,0,0
34213,36189,2014,2,16,20,247.0,-6,3.0,1031.0,2,20.56,0,0
34214,36190,2014,2,16,21,238.0,-6,2.0,1032.0,2,22.35,0,0
34215,36191,2014,2,16,22,225.0,-7,1.0,1033.0,2,24.14,0,0
34216,36192,2014,2,16,23,216.0,-7,1.0,1033.0,2,25.93,0,0
34217,36193,2014,2,17,0,165.0,-7,0.0,1033.0,3,0.89,0,0
34218,36194,2014,2,17,1,142.0,-9,0.0,1033.0,2,3.13,0,0
34219,36195,2014,2,17,2,136.0,-7,0.0,1034.0,2,4.02,0,0
34220,36196,2014,2,17,3,117.0,-8,-2.0,1034.0,2,5.81,0,0
34221,36197,2014,2,17,4,119.0,-9,-3.0,1034.0,3,0.89,0,0
34222,36198,2014,2,17,5,52.0,-10,-3.0,1034.0,1,0.89,0,0
34223,36199,2014,2,17,6,46.0,-9,-3.0,1034.0,0,1.79,0,0
34224,36200,2014,2,17,7,53.0,-10,-2.0,1035.0,3,0.89,0,0
34225,36201,2014,2,17,8,67.0,-9,-1.0,1036.0,2,0.89,0,0
34226,36202,2014,2,17,9,70.0,-10,1.0,1037.0,3,0.89,0,0
34227,36203,2014,2,17,10,61.0,-16,3.0,1037.0,2,3.13,0,0
34228,36204,2014,2,17,11,78.0,-17,3.0,1037.0,2,7.15,0,0
34229,36205,2014,2,17,12,88.0,-17,4.0,1036.0,2,10.28,0,0
34230,36206,2014,2,17,13,75.0,-18,5.0,1035.0,2,12.07,0,0
34231,36207,2014,2,17,14,73.0,-18,5.0,1034.0,2,15.2,0,0
34232,36208,2014,2,17,15,79.0,-19,5.0,1034.0,2,16.99,0,0
34233,36209,2014,2,17,16,67.0,-19,5.0,1034.0,2,20.12,0,0
34234,36210,2014,2,17,17,73.0,-19,4.0,1033.0,2,23.25,0,0
34235,36211,2014,2,17,18,71.0,-18,1.0,1033.0,2,26.38,0,0
34236,36212,2014,2,17,19,66.0,-17,1.0,1034.0,2,28.17,0,0
34237,36213,2014,2,17,20,66.0,-15,1.0,1035.0,2,33.09,0,0
34238,36214,2014,2,17,21,75.0,-14,0.0,1036.0,2,37.11,0,0
34239,36215,2014,2,17,22,59.0,-15,-2.0,1036.0,2,41.13,0,0
34240,36216,2014,2,17,23,41.0,-13,-1.0,1036.0,2,45.15,0,0
34241,36217,2014,2,18,0,45.0,-13,-2.0,1036.0,2,48.28,0,0
34242,36218,2014,2,18,1,28.0,-12,-3.0,1036.0,2,49.17,0,0
34243,36219,2014,2,18,2,27.0,-12,-3.0,1035.0,2,50.96,0,0
34244,36220,2014,2,18,3,27.0,-12,-4.0,1035.0,3,0.89,0,0
34245,36221,2014,2,18,4,46.0,-12,-4.0,1034.0,2,1.79,0,0
34246,36222,2014,2,18,5,65.0,-13,-4.0,1035.0,2,3.58,0,0
34247,36223,2014,2,18,6,60.0,-13,-4.0,1034.0,2,5.37,0,0
34248,36224,2014,2,18,7,54.0,-13,-4.0,1035.0,2,7.16,0,0
34249,36225,2014,2,18,8,63.0,-12,-3.0,1035.0,2,8.95,0,0
34250,36226,2014,2,18,9,71.0,-12,-3.0,1035.0,2,12.97,0,0
34251,36227,2014,2,18,10,69.0,-12,-2.0,1034.0,2,16.1,0,0
34252,36228,2014,2,18,11,76.0,-11,0.0,1034.0,2,19.23,0,0
34253,36229,2014,2,18,12,82.0,-12,1.0,1033.0,2,22.36,0,0
34254,36230,2014,2,18,13,63.0,-12,2.0,1031.0,2,26.38,0,0
34255,36231,2014,2,18,14,63.0,-12,2.0,1030.0,2,30.4,0,0
34256,36232,2014,2,18,15,63.0,-12,2.0,1029.0,2,34.42,0,0
34257,36233,2014,2,18,16,64.0,-12,2.0,1029.0,2,37.55,0,0
34258,36235,2014,2,18,18,88.0,-12,0.0,1028.0,2,42.47,0,0
34259,36236,2014,2,18,19,80.0,-11,-1.0,1029.0,3,0.89,0,0
34260,36237,2014,2,18,20,89.0,-10,-2.0,1029.0,2,0.89,0,0
34261,36238,2014,2,18,21,93.0,-11,-1.0,1029.0,1,1.79,0,0
34262,36239,2014,2,18,22,104.0,-11,-1.0,1030.0,2,1.79,0,0
34263,36240,2014,2,18,23,123.0,-11,-2.0,1029.0,2,2.68,1,0
34264,36241,2014,2,19,0,118.0,-11,-2.0,1029.0,1,1.79,0,0
34265,36242,2014,2,19,1,116.0,-11,-3.0,1029.0,1,3.58,0,0
34266,36243,2014,2,19,2,125.0,-11,-3.0,1029.0,2,0.89,0,0
34267,36244,2014,2,19,3,119.0,-11,-5.0,1028.0,0,1.79,0,0
34268,36245,2014,2,19,4,120.0,-11,-5.0,1028.0,3,0.89,0,0
34269,36246,2014,2,19,5,122.0,-12,-7.0,1028.0,0,3.13,0,0
34270,36247,2014,2,19,6,122.0,-11,-6.0,1029.0,3,0.89,0,0
34271,36248,2014,2,19,7,112.0,-12,-8.0,1029.0,3,1.78,0,0
34272,36249,2014,2,19,8,108.0,-10,-7.0,1030.0,0,1.79,0,0
34273,36250,2014,2,19,9,103.0,-8,0.0,1030.0,0,4.92,0,0
34274,36251,2014,2,19,10,89.0,-13,2.0,1031.0,0,8.05,0,0
34275,36252,2014,2,19,11,58.0,-15,3.0,1030.0,0,9.84,0,0
34276,36253,2014,2,19,12,38.0,-17,4.0,1029.0,1,1.79,0,0
34277,36254,2014,2,19,13,19.0,-17,5.0,1028.0,0,1.79,0,0
34278,36255,2014,2,19,14,22.0,-17,5.0,1027.0,3,0.89,0,0
34279,36256,2014,2,19,15,18.0,-18,6.0,1027.0,1,1.79,0,0
34280,36257,2014,2,19,16,14.0,-19,5.0,1027.0,2,3.13,0,0
34281,36258,2014,2,19,17,16.0,-18,5.0,1027.0,2,7.15,0,0
34282,36259,2014,2,19,18,15.0,-17,2.0,1027.0,2,8.94,0,0
34283,36260,2014,2,19,19,34.0,-15,1.0,1028.0,2,12.96,0,0
34284,36261,2014,2,19,20,39.0,-11,-1.0,1029.0,2,16.98,0,0
34285,36262,2014,2,19,21,89.0,-12,-2.0,1029.0,2,20.11,0,0
34286,36263,2014,2,19,22,124.0,-8,0.0,1030.0,2,25.03,0,0
34287,36264,2014,2,19,23,142.0,-9,-2.0,1030.0,2,26.82,0,0
34288,36265,2014,2,20,0,152.0,-7,-2.0,1030.0,2,29.95,0,0
34289,36266,2014,2,20,1,156.0,-7,-3.0,1030.0,2,31.74,0,0
34290,36267,2014,2,20,2,152.0,-7,-4.0,1030.0,2,33.53,0,0
34291,36268,2014,2,20,3,160.0,-7,-4.0,1030.0,2,35.32,0,0
34292,36269,2014,2,20,4,173.0,-6,-3.0,1030.0,2,36.21,0,0
34293,36270,2014,2,20,5,174.0,-6,-3.0,1030.0,3,0.89,0,0
34294,36271,2014,2,20,6,180.0,-5,-2.0,1031.0,2,0.89,0,0
34295,36272,2014,2,20,7,185.0,-5,-2.0,1031.0,2,1.78,0,0
34296,36273,2014,2,20,8,184.0,-5,-2.0,1032.0,2,3.57,1,0
34297,36274,2014,2,20,9,190.0,-5,-1.0,1032.0,2,5.36,2,0
34298,36275,2014,2,20,10,196.0,-6,-1.0,1032.0,2,7.15,0,0
34299,36277,2014,2,20,12,221.0,-7,0.0,1031.0,2,10.73,0,0
34300,36278,2014,2,20,13,233.0,-7,1.0,1030.0,2,13.86,0,0
34301,36279,2014,2,20,14,240.0,-7,1.0,1030.0,2,16.99,0,0
34302,36280,2014,2,20,15,273.0,-6,1.0,1030.0,2,20.12,0,0
34303,36281,2014,2,20,16,327.0,-6,0.0,1029.0,2,23.25,0,0
34304,36282,2014,2,20,17,347.0,-5,0.0,1029.0,2,26.38,0,0
34305,36283,2014,2,20,18,384.0,-5,-1.0,1029.0,2,28.17,0,0
34306,36284,2014,2,20,19,392.0,-6,-3.0,1029.0,2,29.06,0,0
34307,36285,2014,2,20,20,400.0,-6,-2.0,1030.0,2,29.95,0,0
34308,36286,2014,2,20,21,394.0,-6,-3.0,1030.0,1,0.89,0,0
34309,36287,2014,2,20,22,448.0,-6,-3.0,1030.0,3,0.45,0,0
34310,36288,2014,2,20,23,424.0,-6,-4.0,1030.0,2,0.89,0,0
34311,36289,2014,2,21,0,400.0,-6,-4.0,1030.0,3,0.45,0,0
34312,36290,2014,2,21,1,398.0,-7,-4.0,1030.0,3,0.9,0,0
34313,36291,2014,2,21,2,383.0,-8,-5.0,1029.0,3,1.35,0,0
34314,36292,2014,2,21,3,357.0,-7,-5.0,1029.0,3,1.8,0,0
34315,36293,2014,2,21,4,367.0,-7,-5.0,1029.0,3,2.25,0,0
34316,36294,2014,2,21,5,335.0,-7,-5.0,1029.0,2,0.89,0,0
34317,36295,2014,2,21,6,313.0,-8,-6.0,1029.0,0,0.89,0,0
34318,36296,2014,2,21,7,328.0,-6,-4.0,1029.0,3,0.89,0,0
34319,36297,2014,2,21,8,324.0,-5,-2.0,1029.0,0,1.79,0,0
34320,36298,2014,2,21,9,305.0,-3,0.0,1029.0,0,4.92,0,0
34321,36299,2014,2,21,10,268.0,-5,1.0,1029.0,0,6.71,0,0
34322,36300,2014,2,21,11,247.0,-5,2.0,1029.0,0,8.5,0,0
34323,36301,2014,2,21,12,267.0,-6,2.0,1028.0,3,0.89,0,0
34324,36302,2014,2,21,13,334.0,-6,3.0,1027.0,0,1.79,0,0
34325,36303,2014,2,21,14,328.0,-6,4.0,1026.0,3,0.89,0,0
34326,36304,2014,2,21,15,327.0,-6,4.0,1026.0,1,1.79,0,0
34327,36305,2014,2,21,16,326.0,-7,4.0,1026.0,2,1.79,0,0
34328,36306,2014,2,21,17,309.0,-7,3.0,1026.0,3,0.89,0,0
34329,36307,2014,2,21,18,321.0,-7,1.0,1027.0,2,0.89,0,0
34330,36308,2014,2,21,19,340.0,-6,1.0,1028.0,3,0.89,0,0
34331,36309,2014,2,21,20,346.0,-7,-2.0,1028.0,3,1.78,0,0
34332,36310,2014,2,21,21,330.0,-6,-1.0,1029.0,1,0.89,0,0
34333,36311,2014,2,21,22,340.0,-7,-2.0,1029.0,0,3.13,0,0
34334,36312,2014,2,21,23,353.0,-6,-1.0,1029.0,3,0.89,0,0
34335,36313,2014,2,22,0,384.0,-5,-1.0,1029.0,0,0.89,0,0
34336,36314,2014,2,22,1,383.0,-6,-2.0,1029.0,0,2.68,0,0
34337,36315,2014,2,22,2,399.0,-5,-1.0,1029.0,0,5.81,0,0
34338,36316,2014,2,22,3,340.0,-5,0.0,1029.0,0,6.7,0,0
34339,36317,2014,2,22,4,327.0,-6,0.0,1029.0,0,7.59,0,0
34340,36318,2014,2,22,5,295.0,-5,1.0,1029.0,0,9.38,0,0
34341,36319,2014,2,22,6,296.0,-6,1.0,1029.0,0,11.17,0,0
34342,36320,2014,2,22,7,333.0,-6,1.0,1030.0,0,14.3,0,0
34343,36321,2014,2,22,8,336.0,-6,2.0,1030.0,0,16.09,0,0
34344,36322,2014,2,22,9,350.0,-6,3.0,1031.0,0,19.22,0,0
34345,36323,2014,2,22,10,305.0,-5,3.0,1031.0,0,21.01,0,0
34346,36324,2014,2,22,11,283.0,-5,5.0,1031.0,3,0.89,0,0
34347,36325,2014,2,22,12,323.0,-5,5.0,1030.0,2,1.79,0,0
34348,36326,2014,2,22,13,377.0,-5,6.0,1029.0,1,1.79,0,0
34349,36327,2014,2,22,14,357.0,-4,6.0,1029.0,2,1.79,0,0
34350,36328,2014,2,22,15,360.0,-4,6.0,1029.0,2,4.92,0,0
34351,36329,2014,2,22,16,350.0,-4,6.0,1029.0,2,8.05,0,0
34352,36330,2014,2,22,17,339.0,-4,5.0,1029.0,3,0.89,0,0
34353,36331,2014,2,22,18,335.0,-4,4.0,1029.0,1,0.89,0,0
34354,36332,2014,2,22,19,341.0,-4,2.0,1030.0,2,0.89,0,0
34355,36333,2014,2,22,20,352.0,-4,3.0,1031.0,2,2.68,0,0
34356,36334,2014,2,22,21,355.0,-2,4.0,1031.0,2,5.81,0,0
34357,36335,2014,2,22,22,327.0,-3,3.0,1031.0,2,8.94,0,0
34358,36336,2014,2,22,23,303.0,-4,2.0,1032.0,2,10.73,0,0
34359,36337,2014,2,23,0,287.0,-4,2.0,1032.0,2,12.52,0,0
34360,36338,2014,2,23,1,279.0,-5,2.0,1032.0,2,14.31,0,0
34361,36340,2014,2,23,3,264.0,-5,1.0,1032.0,2,17.89,0,0
34362,36341,2014,2,23,4,245.0,-6,1.0,1031.0,2,19.68,0,0
34363,36342,2014,2,23,5,228.0,-6,1.0,1031.0,3,0.89,0,0
34364,36343,2014,2,23,6,233.0,-6,1.0,1031.0,3,1.78,0,0
34365,36344,2014,2,23,7,240.0,-6,1.0,1032.0,3,2.67,0,0
34366,36345,2014,2,23,8,246.0,-6,1.0,1032.0,3,3.56,0,0
34367,36346,2014,2,23,9,246.0,-6,1.0,1032.0,3,4.45,0,0
34368,36347,2014,2,23,10,252.0,-6,2.0,1032.0,2,1.79,0,0
34369,36348,2014,2,23,11,266.0,-6,2.0,1032.0,3,0.89,0,0
34370,36349,2014,2,23,12,270.0,-6,2.0,1031.0,3,1.78,0,0
34371,36350,2014,2,23,13,279.0,-6,2.0,1030.0,3,2.67,0,0
34372,36351,2014,2,23,14,283.0,-6,2.0,1030.0,3,3.56,0,0
34373,36352,2014,2,23,15,316.0,-6,3.0,1030.0,3,4.45,0,0
34374,36353,2014,2,23,16,336.0,-6,3.0,1029.0,3,5.34,0,0
34375,36354,2014,2,23,17,333.0,-6,3.0,1029.0,2,0.89,0,0
34376,36355,2014,2,23,18,348.0,-5,2.0,1029.0,2,1.78,0,0
34377,36356,2014,2,23,19,360.0,-6,2.0,1030.0,3,0.89,0,0
34378,36357,2014,2,23,20,358.0,-5,1.0,1030.0,3,1.78,0,0
34379,36358,2014,2,23,21,358.0,-5,2.0,1030.0,3,2.67,0,0
34380,36359,2014,2,23,22,357.0,-5,2.0,1030.0,3,3.56,0,0
34381,36360,2014,2,23,23,362.0,-5,2.0,1030.0,3,4.45,0,0
34382,36361,2014,2,24,0,348.0,-5,2.0,1030.0,1,0.89,0,0
34383,36362,2014,2,24,1,323.0,-5,2.0,1029.0,0,0.89,0,0
34384,36363,2014,2,24,2,339.0,-5,2.0,1029.0,3,0.45,0,0
34385,36364,2014,2,24,3,339.0,-5,2.0,1028.0,0,0.89,0,0
34386,36365,2014,2,24,4,339.0,-5,2.0,1028.0,0,2.68,0,0
34387,36366,2014,2,24,5,341.0,-5,2.0,1028.0,0,4.47,0,0
34388,36367,2014,2,24,6,344.0,-5,1.0,1028.0,0,6.26,0,0
34389,36368,2014,2,24,7,335.0,-5,1.0,1028.0,0,8.05,0,0
34390,36369,2014,2,24,8,329.0,-5,2.0,1029.0,3,0.89,0,0
34391,36370,2014,2,24,9,323.0,-5,3.0,1029.0,1,1.79,0,0
34392,36371,2014,2,24,10,350.0,-5,4.0,1029.0,1,3.58,0,0
34393,36372,2014,2,24,11,341.0,-5,5.0,1028.0,0,1.79,0,0
34394,36373,2014,2,24,12,347.0,-5,6.0,1028.0,0,3.58,0,0
34395,36374,2014,2,24,13,356.0,-5,7.0,1027.0,3,0.89,0,0
34396,36375,2014,2,24,14,342.0,-5,7.0,1026.0,3,1.78,0,0
34397,36376,2014,2,24,15,366.0,-5,7.0,1025.0,3,2.67,0,0
34398,36377,2014,2,24,16,358.0,-5,7.0,1025.0,3,4.46,0,0
34399,36378,2014,2,24,17,391.0,-5,7.0,1025.0,3,5.35,0,0
34400,36379,2014,2,24,18,425.0,-5,5.0,1025.0,3,6.24,0,0
34401,36380,2014,2,24,19,387.0,-5,4.0,1026.0,2,1.79,0,0
34402,36381,2014,2,24,20,363.0,-5,3.0,1027.0,2,3.58,0,0
34403,36382,2014,2,24,21,343.0,-5,2.0,1027.0,3,0.89,0,0
34404,36383,2014,2,24,22,353.0,-5,0.0,1027.0,1,0.89,0,0
34405,36384,2014,2,24,23,357.0,-4,0.0,1027.0,1,1.78,0,0
34406,36385,2014,2,25,0,371.0,-4,-1.0,1027.0,3,0.89,0,0
34407,36386,2014,2,25,1,394.0,-5,-1.0,1027.0,3,1.34,0,0
34408,36387,2014,2,25,2,453.0,-5,-2.0,1027.0,1,0.89,0,0
34409,36388,2014,2,25,3,453.0,-5,-2.0,1027.0,3,0.89,0,0
34410,36389,2014,2,25,4,485.0,-5,-2.0,1027.0,0,0.89,0,0
34411,36390,2014,2,25,5,463.0,-5,-2.0,1027.0,0,1.78,0,0
34412,36391,2014,2,25,6,463.0,-5,-2.0,1027.0,0,3.57,0,0
34413,36392,2014,2,25,7,418.0,-4,-1.0,1027.0,0,5.36,0,0
34414,36393,2014,2,25,8,384.0,-4,0.0,1028.0,0,7.15,0,0
34415,36394,2014,2,25,9,371.0,-4,2.0,1028.0,0,10.28,0,0
34416,36395,2014,2,25,10,369.0,-4,3.0,1027.0,3,0.89,0,0
34417,36396,2014,2,25,11,374.0,-4,5.0,1027.0,3,1.78,0,0
34418,36397,2014,2,25,12,397.0,-4,6.0,1027.0,3,2.67,0,0
34419,36398,2014,2,25,13,397.0,-4,7.0,1025.0,3,3.56,0,0
34420,36399,2014,2,25,14,389.0,-5,8.0,1024.0,2,1.79,0,0
34421,36400,2014,2,25,15,410.0,-4,8.0,1024.0,2,3.58,0,0
34422,36401,2014,2,25,16,436.0,-4,8.0,1024.0,3,1.79,0,0
34423,36402,2014,2,25,17,462.0,-4,8.0,1024.0,3,2.68,0,0
34424,36403,2014,2,25,18,482.0,-4,6.0,1024.0,3,3.13,0,0
34425,36404,2014,2,25,19,501.0,-3,4.0,1025.0,3,4.02,0,0
34426,36405,2014,2,25,20,507.0,-5,3.0,1025.0,0,1.79,0,0
34427,36406,2014,2,25,21,523.0,-4,2.0,1026.0,1,1.79,0,0
34428,36407,2014,2,25,22,545.0,-4,1.0,1026.0,3,0.89,0,0
34429,36408,2014,2,25,23,577.0,-4,1.0,1025.0,3,1.34,0,0
